Date,AirTemp,Tdew,Tground,RH,AP,u,Rad,Rad_MJm2d,Sunshine,PET,Precipitation,Discharge
22/09/202009:00,3.916166667,-0.677833333,2.3575,72.0205,989.3733333,8.912,37.38733333,3.2302656,NaN,0.094477168,0,8.5125
22/09/202010:00,3.7935,-1.003166667,2.361833333,70.90183333,990.2773333,9.0365,59.7805,5.1650352,NaN,0.094477168,0,5.603333333
22/09/202011:00,3.8045,-0.719666667,2.374333333,72.38233333,990.9731667,9.054333333,159.948,13.8195072,NaN,0.094477168,0,7.888666667
22/09/202012:00,3.534333333,-1.358833333,2.4485,70.38883333,991.3773333,10.575,147.23,12.720672,0.5,0.094477168,0,9.867166667
22/09/202013:00,2.829833333,-2.160166667,2.5165,69.74083333,992.1625,9.239166667,77.07783333,6.6595248,NaN,0.094477168,0,4.387666667
22/09/202014:00,2.154166667,-1.665166667,2.499833333,75.96216667,992.6518333,9.1705,66.29516667,5.7279024,NaN,0.094477168,0,5.884333333
22/09/202015:00,2.142833333,-2.523666667,2.424166667,71.35333333,993.1515,6.222833333,33.97683333,2.9355984,NaN,0.094477168,0,6.602833333
22/09/202016:00,1.821833333,-3.153666667,2.306333333,69.60483333,993.5293333,2.820333333,11.53183333,0.9963504,NaN,0.094477168,0,6.245666667
22/09/202017:00,1.251666667,-3.3405,2.132,71.51266667,993.5913333,3.128666667,1.424166667,0.123048,NaN,0.094477168,0,4.406666667
22/09/202018:00,0.914666667,-3.6995,1.934166667,71.345,993.7248333,2.566333333,-1,-0.0864,NaN,0.094477168,0,10.83766667
22/09/202019:00,0.566666667,-3.488166667,1.758166667,74.32266667,993.869,2.110166667,-1,-0.0864,NaN,0.094477168,0,11.518
22/09/202020:00,-0.221166667,-3.2145,1.6045,80.2745,993.9085,1.417666667,-1,-0.0864,NaN,0.094477168,0,15.32883333
22/09/202021:00,-0.448,-3.543833333,1.465166667,79.61616667,993.9426667,1.157333333,-0.964666667,-0.0833472,NaN,0.094477168,0,7.958333333
22/09/202022:00,-0.514833333,-3.896333333,1.352333333,77.93166667,993.8475,1.126,-0.9995,-0.0863568,NaN,0.094477168,0,0
22/09/202023:00,-0.121,-3.686666667,1.2435,76.89833333,993.64,1.284666667,-1,-0.0864,NaN,0.094477168,0,2.887166667
23/09/202000:00,-0.622333333,-3.333666667,1.132166667,81.9315,993.3046667,0.665666667,-1,-0.0864,NaN,0.038166835,0,2.6205
23/09/202001:00,-0.9705,-2.793666667,1.0205,87.44266667,993.0398333,0.8505,-1,-0.0864,NaN,0.038166835,0,1.580166667
23/09/202002:00,-0.3645,-2.7985,0.914166667,83.70283333,992.6873333,1.707166667,-1,-0.0864,NaN,0.038166835,0,2.2485
23/09/202003:00,-0.793,-3.491166667,0.816666667,81.98466667,992.2185,1.364,-1,-0.0864,NaN,0.038166835,0,1.960666667
23/09/202004:00,-0.730833333,-3.7465,0.720166667,80.08533333,991.7688333,1.416,0.608,0.0525312,NaN,0.038166835,0,0.077833333
23/09/202005:00,-0.054,-3.729166667,0.63,76.27416667,991.3318333,1.064666667,18.89983333,1.6329456,NaN,0.038166835,0,1.8945
23/09/202006:00,0.814166667,-2.870833333,0.5535,76.37533333,990.9368333,0.979,57.4495,4.9636368,NaN,0.038166835,0,1.603833333
23/09/202007:00,1.611,-2.8315,0.520333333,72.36616667,990.7065,2.311,115.3098333,9.9627696,NaN,0.038166835,0,3.854333333
23/09/202008:00,1.673,-1.784666667,0.552,77.82366667,990.34,2.377,110.6756667,9.5623776,NaN,0.038166835,0,19.21516667
23/09/202009:00,1.718333333,-1.800833333,0.582333333,77.60533333,990.1053333,2.647333333,119.4538333,10.3208112,NaN,0.038166835,0,16.27483333
23/09/202010:00,2.234166667,-2.777666667,0.654666667,69.50516667,989.6931667,4.560333333,204.3658333,17.657208,NaN,0.038166835,0,12.738
23/09/202011:00,1.861333333,-3.2655,0.757666667,68.80766667,989.4333333,4.139,116.0963333,10.0307232,NaN,0.038166835,0,14.44416667
23/09/202012:00,1.808333333,-3.110833333,0.804833333,69.8755,989.3521667,3.671833333,103.358,8.9301312,NaN,0.038166835,0,18.00683333
23/09/202013:00,1.778333333,-2.63,0.845,72.56616667,989.2153333,3.453333333,74.65566667,6.4502496,NaN,0.038166835,0,5.663
23/09/202014:00,1.318666667,-3.072666667,0.8895,72.6335,988.7473333,4.2415,65.71316667,5.6776176,NaN,0.038166835,0,7.582
23/09/202015:00,0.9235,-3.3435,0.901666667,73.1785,988.4896667,3.776333333,33.676,2.9096064,NaN,0.038166835,0,8.287
23/09/202016:00,0.753833333,-3.735333333,0.865,71.92983333,988.283,3.1635,8.852,0.7648128,NaN,0.038166835,0,6.902333333
23/09/202017:00,0.590666667,-4.118,0.811,70.77516667,988.0871667,3.514666667,0.632333333,0.0546336,NaN,0.038166835,0,5.2015
23/09/202018:00,0.502166667,-4.551,0.762833333,68.905,987.7305,3.092166667,-0.544333333,-0.0470304,NaN,0.038166835,0,6.140166667
23/09/202019:00,0.4625,-4.7755,0.724333333,67.96933333,987.2065,2.502833333,-0.601166667,-0.0519408,NaN,0.038166835,0,5.717
23/09/202020:00,0.307833333,-4.574666667,0.693666667,69.78516667,987.1165,0.697333333,-0.622833333,-0.0538128,NaN,0.038166835,0,5.1445
23/09/202021:00,0.1805,-4.095666667,0.668333333,72.9785,987.0476667,2.230333333,-0.45,-0.03888,NaN,0.038166835,0,16.73066667
23/09/202022:00,0.085666667,-4.12,0.647,73.35016667,987.0301667,2.262,-0.604833333,-0.0522576,NaN,0.038166835,0,26.48083333
23/09/202023:00,0.072666667,-4.233,0.627666667,72.81933333,986.795,2.238166667,-0.6805,-0.0587952,NaN,0.038166835,0,20.0805
24/09/202000:00,0.062,-4.330333333,0.6095,72.34516667,986.6773333,2.654,-0.429333333,-0.0370944,NaN,0.025183428,0,13.45483333
24/09/202001:00,-0.060833333,-4.368833333,0.5915,72.7645,986.5576667,2.466,-0.570666667,-0.0493056,NaN,0.025183428,0,6.1335
24/09/202002:00,-0.093,-4.572333333,0.574,71.828,986.3836667,1.879333333,-0.598666667,-0.0517248,NaN,0.025183428,0,2.627
24/09/202003:00,-0.206333333,-4.142166667,0.555333333,74.77483333,986.2603333,1.729833333,-0.7275,-0.062856,NaN,0.025183428,0,2.402
24/09/202004:00,-0.513,-3.060666667,0.536833333,82.91983333,986.5346667,0.973166667,-0.128833333,-0.0111312,NaN,0.025183428,0,19.85866667
24/09/202005:00,-0.9035,-1.578166667,0.518333333,95.22083333,986.8446667,2.434833333,5.265333333,0.4549248,NaN,0.025183428,0,0.4995
24/09/202006:00,-0.7455,-1.222333333,0.4995,96.54666667,987.1485,1.766333333,17.21816667,1.4876496,NaN,0.025183428,0,2.885
24/09/202007:00,-0.627333333,-0.640666667,0.491166667,99.8965,987.6141667,1.041833333,42.75166667,3.693744,NaN,0.025183428,0,12.053
24/09/202008:00,-0.519166667,-0.533166667,0.492166667,99.89883333,987.9906667,0.541666667,50.56533333,4.3688448,NaN,0.025183428,0,8.3095
24/09/202009:00,-0.18,-0.2015,0.502166667,99.81533333,988.5111667,0.561666667,121.9968333,10.5405264,NaN,0.025183428,0,20.48666667
24/09/202010:00,0.226,-0.115333333,0.542166667,97.58216667,988.9448333,0.670666667,138.4206667,11.9595456,0.1,0.025183428,0,5.1615
24/09/202011:00,0.270166667,-0.048833333,0.589333333,97.7695,989.4575,0.771333333,146.6036667,12.6665568,0.1,0.025183428,0,4.218
24/09/202012:00,0.347166667,-0.241166667,0.655,95.81883333,990.0428333,0.938833333,93.83366667,8.1072288,0.4,0.025183428,0,4.377833333
24/09/202013:00,0.3765,0.006166667,0.6935,97.35266667,990.4693333,0.831166667,47.773,4.1275872,NaN,0.025183428,0,4.587333333
24/09/202014:00,0.6235,-0.909,0.709833333,89.80283333,990.7811667,1.101833333,25.48483333,2.2018896,NaN,0.025183428,0,4.466666667
24/09/202015:00,0.5265,-0.6165,0.705,92.07166667,991.164,1.095666667,23.04866667,1.9914048,NaN,0.025183428,0,4.306833333
24/09/202016:00,0.856333333,-1.870833333,0.6825,82.11466667,991.717,2.716166667,10.41666667,0.9,NaN,0.025183428,0,4.064833333
24/09/202017:00,1.321,-2.061166667,0.645333333,78.25916667,992.3483333,3.2995,0.638,0.0551232,NaN,0.025183428,0,5.319833333
24/09/202018:00,1.055,-2.3,0.606333333,78.33266667,992.8845,6.654833333,-0.977166667,-0.0844272,NaN,0.025183428,0,5.478833333
24/09/202019:00,0.875333333,-2.838,0.564166667,76.28083333,993.4081667,7.273333333,-0.971333333,-0.0839232,NaN,0.025183428,0,0.589333333
24/09/202020:00,0.740666667,-3.416166667,0.528166667,73.75866667,994.3323333,6.068166667,-0.954666667,-0.0824832,NaN,0.025183428,0,0
24/09/202021:00,0.3955,-3.606166667,0.4975,74.55483333,995.4993333,6.494333333,-0.922,-0.0796608,NaN,0.025183428,0,0
24/09/202022:00,0.305333333,-3.659333333,0.471666667,74.71833333,996.2521667,5.880333333,-0.648666667,-0.0560448,NaN,0.025183428,0,0.435166667
24/09/202023:00,0.261666667,-3.798166667,0.453,74.193,996.7536667,5.140166667,-0.459666667,-0.0397152,NaN,0.025183428,0,0
25/09/202000:00,0.292666667,-3.932666667,0.438166667,73.26533333,997.1601667,4.076666667,-0.6675,-0.057672,NaN,0.066992624,0,0.173333333
25/09/202001:00,0.368166667,-3.861166667,0.424666667,73.2855,997.6431667,2.6135,-0.526833333,-0.0455184,NaN,0.066992624,0,0
25/09/202002:00,0.301666667,-3.661,0.414333333,74.72816667,997.9526667,1.370333333,-0.549333333,-0.0474624,NaN,0.066992624,0,0
25/09/202003:00,0.283833333,-3.604166667,0.403833333,75.1475,998.1956667,2.016666667,-0.593,-0.0512352,NaN,0.066992624,0,0
25/09/202004:00,0.219833333,-3.925833333,0.394166667,73.744,998.5798333,1.635833333,-0.018833333,-0.0016272,NaN,0.066992624,0,0
25/09/202005:00,0.2495,-4.274333333,0.384333333,71.6475,998.9393333,1.920666667,3.7235,0.3217104,NaN,0.066992624,0,0
25/09/202006:00,0.393,-3.878333333,0.377666667,73.05133333,999.4251667,3.3435,12.26266667,1.0594944,NaN,0.066992624,0,0
25/09/202007:00,0.636333333,-4.2395,0.375833333,69.8525,999.7511667,1.933833333,34.1845,2.9535408,NaN,0.066992624,0,1.3485
25/09/202008:00,0.757833333,-3.941166667,0.3815,70.8185,1000.373167,1.145166667,34.62,2.991168,NaN,0.066992624,0,0
25/09/202009:00,0.7875,-2.901166667,0.391333333,76.337,1000.908333,5.147166667,36.3115,3.1373136,NaN,0.066992624,0,0
25/09/202010:00,0.765,-2.723166667,0.406,77.52583333,1001.343333,5.1575,54.2505,4.6872432,NaN,0.066992624,0,0
25/09/202011:00,1.054666667,-3.369666667,0.427,72.38583333,1001.541833,3.560833333,46.08733333,3.9819456,NaN,0.066992624,0,0
25/09/202012:00,1.184333333,-3.163833333,0.4475,72.77483333,1001.8755,4.2125,39.1,3.37824,NaN,0.066992624,0,1.024333333
25/09/202013:00,1.133833333,-3.141166667,0.464,73.17866667,1001.852333,5.391166667,47.537,4.1071968,NaN,0.066992624,0,0
25/09/202014:00,1.015166667,-2.843333333,0.476,75.4485,1001.916333,6.560166667,24.88583333,2.150136,NaN,0.066992624,0,5.283166667
25/09/202015:00,0.3755,-2.642666667,0.471666667,80.31083333,1002.353667,6.404666667,11.60466667,1.0026432,NaN,0.066992624,0,11.76683333
25/09/202016:00,0.603833333,-3.676,0.449666667,73.08316667,1002.828,6.321833333,5.862,0.5064768,NaN,0.066992624,0,5.753166667
25/09/202017:00,0.439666667,-3.799,0.425833333,73.26416667,1003.172833,6.282166667,0.577666667,0.0499104,NaN,0.066992624,0,0
25/09/202018:00,0.491333333,-4.089833333,0.402666667,71.3965,1003.194667,6.465333333,-0.6425,-0.055512,NaN,0.066992624,0,0.879166667
25/09/202019:00,0.513666667,-4.091666667,0.385,71.29533333,1003.3575,6.557666667,-0.540666667,-0.0467136,NaN,0.066992624,0,1.080166667
25/09/202020:00,0.328666667,-3.7715,0.368833333,73.985,1003.3345,6.981833333,-0.7615,-0.0657936,NaN,0.066992624,0,0
25/09/202021:00,0.164166667,-3.709833333,0.350666667,75.197,1003.6375,8.204833333,-0.604333333,-0.0522144,NaN,0.066992624,0,0.615
25/09/202022:00,0.0385,-3.717666667,0.334,75.8475,1004.142,7.220166667,-0.575833333,-0.049752,NaN,0.066992624,0,0.090166667
25/09/202023:00,0.073333333,-3.689666667,0.314833333,75.79866667,1004.491667,6.330166667,-0.559166667,-0.048312,NaN,0.066992624,0,0
26/09/202000:00,0.225,-3.2615,0.298166667,77.415,1004.712,6.7565,-0.595666667,-0.0514656,NaN,0.055512004,0,0
26/09/202001:00,-0.039666667,-2.711,0.286,82.22483333,1004.871667,6.806,-0.600666667,-0.0518976,NaN,0.055512004,0.016666667,0.184333333
26/09/202002:00,-0.216166667,-2.377,0.272666667,85.357,1004.9655,6.954166667,-0.5575,-0.048168,NaN,0.055512004,0.016666667,6.8965
26/09/202003:00,-0.4195,-2.015666667,0.258166667,88.97433333,1004.955167,6.857333333,-0.577833333,-0.0499248,NaN,0.055512004,0.016666667,4.833666667
26/09/202004:00,-0.443833333,-2.8965,0.241333333,83.56966667,1005.072333,6.2775,-0.329666667,-0.0284832,NaN,0.055512004,0.016666667,3.552333333
26/09/202005:00,-0.194,-3.432,0.222166667,78.83266667,1005.120167,5.568,2.570333333,0.2220768,NaN,0.055512004,0.016666667,0
26/09/202006:00,-0.035,-3.625,0.2055,76.79516667,1005.043,5.480333333,13.8265,1.1946096,NaN,0.055512004,0.016666667,0
26/09/202007:00,0.090166667,-3.403166667,0.196166667,77.3555,1005.113,5.588333333,32.84533333,2.8378368,NaN,0.055512004,0,0
26/09/202008:00,0.435,-3.215666667,0.198,76.518,1005.1215,6.551666667,56.60833333,4.89096,NaN,0.055512004,0,1.424
26/09/202009:00,0.637833333,-3.416166667,0.208833333,74.32566667,1004.997167,9.492833333,72.67583333,6.279192,NaN,0.055512004,0,1.127333333
26/09/202010:00,0.6785,-3.810166667,0.220833333,71.96,1005.129667,9.371833333,63.783,5.5108512,NaN,0.055512004,0,0.0485
26/09/202011:00,0.414,-3.442333333,0.235166667,75.39483333,1005.373833,7.9345,47.12016667,4.0711824,NaN,0.055512004,0,3.883833333
26/09/202012:00,-0.000333333,-2.518833333,0.249666667,83.237,1005.4185,6.395333333,92.615,8.001936,NaN,0.055512004,0,1.550833333
26/09/202013:00,0.449,-3.816333333,0.282666667,73.1905,1005.476667,4.802333333,95.24,8.228736,0.2,0.055512004,0,4.597166667
26/09/202014:00,0.385166667,-4.5645,0.304333333,69.428,1005.731167,5.788666667,39.60033333,3.4214688,0.4,0.055512004,0,5.117
26/09/202015:00,0.210166667,-4.7675,0.289833333,69.254,1006.059,4.942,26.1005,2.2550832,0.2,0.055512004,0,0.650833333
26/09/202016:00,-0.173666667,-4.829166667,0.261166667,70.87033333,1006.6775,3.728166667,6.085666667,0.5258016,NaN,0.055512004,0,0
26/09/202017:00,-0.453666667,-4.682833333,0.2165,73.0945,1007.372,1.4415,-0.715,-0.061776,NaN,0.055512004,0,0
26/09/202018:00,-0.928833333,-3.816833333,0.153,80.777,1008.082,2.394333333,-1,-0.0864,NaN,0.055512004,0,0
26/09/202019:00,-1.260333333,-4.079,0.083666667,81.17966667,1008.8065,1.431833333,-1,-0.0864,NaN,0.055512004,0,0
26/09/202020:00,-1.759,-4.229666667,0.009666667,83.23233333,1009.509,1.554833333,-1,-0.0864,NaN,0.055512004,0,0
26/09/202021:00,-2.319333333,-4.8935,-0.073666667,82.553,1010.296,1.218833333,-1,-0.0864,NaN,0.055512004,0,0
26/09/202022:00,-2.198,-4.372,-0.1615,85.12383333,1011.152333,1.163,-1,-0.0864,NaN,0.055512004,0,0
26/09/202023:00,-2.556333333,-4.7245,-0.258833333,85.06166667,1011.755167,0.960333333,-1,-0.0864,NaN,0.055512004,0,0
27/09/202000:00,-1.799333333,-5.032666667,-0.3565,78.59416667,1012.262,1.860666667,-1,-0.0864,NaN,0.016246182,0,0
27/09/202001:00,-2.059166667,-5.175333333,-0.4465,79.25083333,1012.807833,1.331333333,-1,-0.0864,NaN,0.016246182,0,0
27/09/202002:00,-2.438166667,-4.961166667,-0.5355,82.83,1013.230333,1.6845,-1,-0.0864,NaN,0.016246182,0,0
27/09/202003:00,-2.051666667,-4.516333333,-0.616166667,83.22366667,1013.533667,1.818833333,-0.928333333,-0.080208,NaN,0.016246182,0,0
27/09/202004:00,-0.7925,-3.718833333,-0.651,80.59633333,1013.273667,3.538833333,-0.076166667,-0.0065808,NaN,0.016246182,0,0
27/09/202005:00,-0.731666667,-3.633666667,-0.6315,80.7705,1013.221,4.2575,4.094,0.3537216,NaN,0.016246182,0,0
27/09/202006:00,-0.406,-3.581,-0.588,79.1055,1013.427833,3.6775,11.35216667,0.9808272,NaN,0.016246182,0,0
27/09/202007:00,-0.747666667,-1.531,-0.530833333,94.4815,1013.051667,3.738,13.38666667,1.156608,NaN,0.016246182,1.616666667,0
27/09/202008:00,-0.803333333,-0.811166667,-0.473166667,99.89783333,1012.538333,3.982166667,20.57866667,1.7779968,NaN,0.016246182,1.616666667,0
27/09/202009:00,0.245333333,0.238,-0.416833333,99.902,1011.958,3.434,24.11966667,2.0839392,NaN,0.016246182,1.616666667,0
27/09/202010:00,1.261333333,1.256166667,-0.363,99.90383333,1011.265167,3.122333333,17.01166667,1.469808,NaN,0.016246182,1.616666667,0
27/09/202011:00,2.127333333,2.117833333,-0.313333333,99.9065,1010.9305,2.098166667,18.7945,1.6238448,NaN,0.016246182,1.616666667,0
27/09/202012:00,2.770833333,2.762833333,-0.258833333,99.9085,1010.742333,3.682666667,12.959,1.1196576,NaN,0.016246182,1.616666667,0
27/09/202013:00,3.148166667,3.137333333,-0.203666667,99.91033333,1010.4505,4.845,10.32216667,0.8918352,NaN,0.016246182,2.6,18.86966667
27/09/202014:00,3.526166667,3.515666667,-0.153833333,99.912,1010.016167,6.714833333,6.512833333,0.5627088,NaN,0.016246182,2.6,55.59433333
27/09/202015:00,3.364166667,3.3495,-0.114,99.91333333,1009.645,6.079166667,2.279166667,0.19692,NaN,0.016246182,2.6,100.9465
27/09/202016:00,3.284333333,3.2735,-0.083166667,99.91233333,1009.292167,6.131,0.455666667,0.0393696,NaN,0.016246182,2.6,125.6765
27/09/202017:00,3.641666667,3.6315,-0.049166667,99.91383333,1008.9975,7.436,-0.124666667,-0.0107712,NaN,0.016246182,2.6,138.994
27/09/202018:00,3.470166667,3.457333333,-0.013,99.91283333,1008.759333,3.632666667,-0.201166667,-0.0173808,NaN,0.016246182,2.6,139.2775
27/09/202019:00,3.694833333,3.685,0.019666667,99.914,1008.282,2.881,-0.2035,-0.0175824,NaN,0.016246182,3.216666667,156.5326667
27/09/202020:00,3.581333333,3.567333333,0.063833333,99.914,1008.105,2.098833333,-0.173666667,-0.0150048,NaN,0.016246182,3.216666667,174.7521667
27/09/202021:00,3.378833333,3.3655,0.103,99.91416667,1008.181833,1.739666667,-0.04,-0.003456,NaN,0.016246182,3.216666667,188.9976667
27/09/202022:00,3.240833333,3.2305,0.137,99.914,1008.299667,2.232833333,0.007666667,0.0006624,NaN,0.016246182,3.216666667,242.8901667
27/09/202023:00,3.542833333,3.534,0.177666667,99.91366667,1008.293167,3.6155,-0.022833333,-0.0019728,NaN,0.016246182,3.216666667,345.4973333
28/09/202000:00,3.871333333,3.857,0.245166667,99.91466667,1008.170167,3.835666667,-0.180333333,-0.0155808,NaN,0.00474695,3.216666667,596.0038333
28/09/202001:00,4.086666667,4.077666667,0.3295,99.91583333,1007.695833,5.252,-0.178,-0.0153792,NaN,0.00474695,2.416666667,1310.657167
28/09/202002:00,4.201,4.189833333,0.418166667,99.91633333,1007.425667,5.858666667,-0.1575,-0.013608,NaN,0.00474695,2.416666667,1108.699333
28/09/202003:00,4.28,4.269,0.51,99.916,1007.332167,5.7305,-0.151666667,-0.013104,NaN,0.00474695,2.416666667,1076.937667
28/09/202004:00,4.253833333,4.238833333,0.599166667,99.91583333,1007.340333,5.928166667,-0.079666667,-0.0068832,NaN,0.00474695,2.416666667,991.3393333
28/09/202005:00,3.981,3.968166667,0.680166667,99.91516667,1007.396,5.517833333,0.8755,0.0756432,NaN,0.00474695,2.416666667,784.7241667
28/09/202006:00,3.975333333,3.963833333,0.7425,99.91616667,1007.733333,5.186666667,3.388833333,0.2927952,NaN,0.00474695,2.416666667,762.0096667
28/09/202007:00,4.092833333,4.081833333,0.798,99.91633333,1008.033333,5.257,9.285833333,0.802296,NaN,0.00474695,0.55,698.7125
28/09/202008:00,4.216666667,4.2065,0.863166667,99.91716667,1008.699833,6.292666667,13.895,1.200528,NaN,0.00474695,0.55,595.5461667
28/09/202009:00,4.101833333,4.088166667,0.9385,99.9165,1009.011167,6.682166667,17.411,1.5043104,NaN,0.00474695,0.55,494.594
28/09/202010:00,4.069333333,4.0565,1.011833333,99.91716667,1009.078667,6.057166667,16.77483333,1.4493456,NaN,0.00474695,0.55,445.2918333
28/09/202011:00,4.0605,4.0475,1.076833333,99.91666667,1009.232667,5.0195,21.06833333,1.820304,NaN,0.00474695,0.55,346.8048333
28/09/202012:00,4.093333333,4.081833333,1.134166667,99.917,1009.302167,4.2835,17.72083333,1.53108,NaN,0.00474695,0.55,271.9411667
28/09/202013:00,3.943666667,3.929166667,1.185166667,99.9165,1009.319333,4.077166667,21.06316667,1.8198576,NaN,0.00474695,0,283.805
28/09/202014:00,3.820333333,3.808666667,1.228166667,99.91616667,1009.566,3.633333333,11.38383333,0.9835632,NaN,0.00474695,0,230.9981667
28/09/202015:00,3.806333333,3.794,1.258666667,99.917,1009.718833,3.762166667,8.107,0.7004448,NaN,0.00474695,0,220.9895
28/09/202016:00,3.959333333,3.947,1.277333333,99.91666667,1009.801833,3.186333333,2.473666667,0.2137248,NaN,0.00474695,0,231.8846667
28/09/202017:00,3.892833333,3.882333333,1.288,99.91666667,1009.960833,4.8065,-0.141666667,-0.01224,NaN,0.00474695,0,207.1565
28/09/202018:00,3.806333333,3.7915,1.299,99.91683333,1010.443333,5.350333333,-0.182166667,-0.0157392,NaN,0.00474695,0,198.3745
28/09/202019:00,3.965166667,3.954666667,1.312166667,99.916,1010.475,2.461666667,-0.309666667,-0.0267552,NaN,0.00474695,0,189.7393333
28/09/202020:00,3.984833333,3.973333333,1.324166667,99.91633333,1010.7275,2.212166667,-0.250333333,-0.0216288,NaN,0.00474695,0,163.0646667
28/09/202021:00,3.857,3.843166667,1.329,99.91666667,1010.775167,0.698333333,-0.323666667,-0.0279648,NaN,0.00474695,0,162.9351667
28/09/202022:00,3.773333333,3.762333333,1.321166667,99.9165,1010.746667,0.915,-0.2535,-0.0219024,NaN,0.00474695,0,144.3478333
